ID_REF	GSM1599177	GSM1599178	GSM1599179	GSM1599180	GSM1599181	GSM1599182	GSM1599183	GSM1599184	GSM1599185	GSM1599186	GSM1599187	GSM1599188	GSM1599189
TMCC1	8.52083	12.6458	38.2292	4.5625	4.10417	10.5208	4.8125	17.3125	21.7292	NA	13.1875	27.8958	3.1875
TMCC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77083	NA	NA	NA
TMCC3	8.8125	32.2292	289.188	6.72917	1.89583	4.9375	NA	35.2708	18.3958	4.64583	10.1042	14.0208	17.7292
LOC644319	5.9375	7.47917	49.6458	1.8125	11.8542	6.89583	8.47917	0.895833	2.0625	4.47917	6.89583	2.5625	NA
GLYCAM1	2.375	2.25	2.97917	2.5208335	2.22917	7.35417	3.0833335	NA	0.6875	3.520835	NA	1.3125	NA
LOC644311	9.208315	1.3333315	1.14583	7.89583	NA	1.27083	2.645835	3.208335	2.33333	2.916665	3.875	1.6875	1.52083
LOC644313	9.9375	NA	NA	16.4375	6.47917	14.5625	1.5625	12.3958	1.64583	5.9375	7.5625	9.89583	8.4375
DKFZp434E1119	NA	NA	9.72917	1.5625	3.22917	4.64583	6.89583	5.8125	1.0625	7.22917	0.0625	NA	1.35417
RIPK4	11.8542	12.7708	11.7708	1.72917	12.7292	18.4792	14.0625	4.64583	9.8125	10.1042	4.4375	5.9375	9.52083
DKFZp434K191	326.771	485.354	325.812	327.521	339.271	414.396	544.521	368.188	201.979	90.5208	167.562	259.271	402.979
RECK	40.79165	77.2708	22.979165	48.375015	20.645835	37.3125	15.64585	10.2292	33.83335	46.5625	52.2708	64.3125	41.625
INSC	12.875	11.6042	30.0	0.6875	NA	1.27083	1.3125	19.54165	4.4375	1.5625	3.3125	5.604165	0.520833
INSR	5.60417	1.39583	2.9375	NA	NA	2.9375	6.72917	0.3125	NA	3.89583	NA	0.3125	16.4792
ZNF818	5.35417	NA	0.104167	NA	6.97917	8.5625	NA	NA	NA	NA	5.60417	NA	4.64583
RUNX1T1	6.34027666667	5.86457575	7.95834	7.2395925	6.470828	8.71529	6.5486	15.3541433333	2.80208325	3.00000075	4.1666575	8.18752333333	5.32639
FLJ46321	NA	7.47917	NA	NA	0.9375	NA	1.27083	20.8542	NA	NA	NA	NA	NA
ZNF813	23.2708	15.0208	87.5625	14.0208	30.6458	15.8958	41.3958	18.2708	20.9375	17.3125	24.1875	16.4375	18.7292
SPTBN5	4.9375	NA	NA	NA	NA	NA	4.64583	1.9375	12.6458	NA	4.1875	8.35417	6.77083
SPTBN4	5.333335	11.854185	14.1874766667	21.3125	5.02083333333	3.3125	4.4375	11.270815	9.666685	2.729165	5.5	6.333335	12.395835
SPTBN2	13.5625	0.770833	6.39583	9.89583	1.6875	18.4375	1.9375	8.60417	10.7292	1.39583	18.1875	13.9375	NA
SPTBN1	11.166665	18.29165	109.52099	21.8125	9.59026666667	20.9375	13.201379	24.3263766667	19.125015	7.3958335	20.7708	16.4375	22.2292
TFAP2A	5.625	5.83333425	5.27083666667	4.3124975	4.916675	6.826399	2.7500015	8.04167	1.1875	9.09027666667	6.65972333333	1.59028	7.510425
TFAP2C	NA	5.64583	NA	NA	NA	6.77083	NA	5.60417	3.6875	NA	3.22917	5.8125	1.1875
TFAP2B	5.02083	NA	11.4375	10.9375	5.02083	7.5625	1.8125	7.1875	0.9375	NA	NA	2.4375	NA
TFAP2E	6.72917	7.0625	4.64583	3.85417	11.7292	11.7292	11.3542	20.4375	10.6042	17.5208	0.6875	5.8125	0.3125
TFAP2D	NA	NA	NA	11.3542	5.9375	5.60417	NA	1.1875	NA	4.64583	4.64583	NA	NA
MRPL39	38.624985	112.604	60.6875	73.9792	52.3955835	39.8541665	42.6458	105.104	71.7292	79.5625	76.0625	120.688	89.6458
SAMHD1	29.8958	9.5625	NA	5.9375	12.3542	2.3125	13.7708	2.9375	28.8542	77.4375	37.6875	20.4792	20.1458
FAM149A	NA	10.4792	NA	NA	5.22917	NA	NA	22.7292	NA	NA	NA	NA	NA
RPA4	53.6042	22.0208	4.4375	25.7292	30.6458	50.8125	18.9792	52.9792	53.6042	NA	19.0625	3.0625	44.4792
RPA1	217.5834	196.43775	89.875085	293.4795	212.52075	156.9166	233.5416	164.7291	200.45825	184.2501	181.8961	285.4164	198.95825
RPA3	217.979	379.312	197.146	213.729	223.104	300.021	238.146	261.688	339.271	342.229	193.229	251.229	317.688
RPA2	434.729	695.729	482.104	526.229	539.062	727.896	302.604	305.938	429.438	390.438	385.396	400.812	895.896
REC8	189.7291	113.2499	81.8541	148.83325	193.56225	175.1456	188.2291	94.27075	127.85425	45.7917	70.4581	46.4375	148.7499
FAM132A	NA	6.72917	NA	NA	NA	NA	NA	5.35417	NA	NA	NA	0.3125	NA
CHMP2B	215.354	168.979	249.521	138.021	244.146	375.688	251.229	259.354	168.312	170.729	181.938	208.771	188.729
PCDHGB2	NA	1.3125	1.35417	NA	NA	NA	NA	NA	NA	NA	NA	3.85417	NA
PCDHGB1	NA	5.77083	27.4792	2.77083	7.47917	4.64583	17.3125	NA	NA	1.3125	NA	NA	5.02083
CHMP2A	454.006723333	506.852723333	926.6885	410.727766667	419.994266667	357.284833333	581.466166667	696.491723333	423.742166667	456.4945	350.243276667	534.507723333	400.0356
PCDHGB7	1.22917	2.10417	NA	NA	NA	0.104167	3.25	2.10417	NA	NA	0.854167	NA	0.104167
PCDHGB6	8.083335	43.5208	28.6042	20.91665	15.479165	12.000015	12.166665	30.60415	19.89585	20.79165	25.9792	14.75	18.10415
PCDHGB5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCDHGB4	0.770833	NA	NA	3.6875	0.520833	2.3125	NA	NA	NA	NA	4.0625	1.3125	0.104167
RREB1	9.74304333333	6.9479175	42.9236333333	17.1875	33.66665	10.03126	15.15971	19.06249	5.8541665	12.000015	14.3958333333	14.812485	9.20138766667
TP53AIP1	2.1458335	2.6875	35.2708	2.14583	6.729165	4.35417	5.22917	NA	2.4375	6.77083	0.354167	5.95833	4.16667
PHC1	23.7708	7.89583	8.60417	22.4375	10.5208	11.4375	22.4792	14.9792	21.3958	20.9792	15.2708	16.9792	17.1458
PHC3	32.6875	11.79165	10.604165	21.66665	34.5417	31.1042	29.729165	30.58335	12.89585	17.2917	21.89585	15.52085	31.33335
PHC2	40.39585	50.6875	259.562585	15.8125	39.3125	18.312515	37.208335	139.25025	25.458335	48.729165	43.9375	27.3125	34.458335
PHCA	477.396	537.854	298.521	542.729	379.062	305.729	408.938	784.396	646.604	410.396	653.646	571.479	812.104
ZNF362	196.354	165.479	96.9792	185.312	210.312	236.688	258.854	238.729	173.604	236.146	209.562	226.812	209.854
ZNF365	10.6458	9.166665	4.9375	0.270833	4.99305333333	6.8264	3.2083315	6.28472	0.4375	6.4375	NA	1.7083335	1.520835
ZNF364	153.271	152.979	143.271	234.396	137.312	144.979	137.312	156.812	150.396	198.312	148.271	187.812	152.354
ZNF367	NA	3.85417	NA	8.02083	4.4375	7.1875	NA	NA	3.10417	NA	2.9375	2.8125	4.5625
ZNF366	10.4375	3.3125	3.6875	11.1875	5.0625	13.2292	6.35417	NA	13.4375	22.2292	20.2708	27.9792	13.3125
PRF1	23.7292	15.8958	NA	8.0625	13.8542	9.22917	NA	6.35417	20.6875	11.1875	NA	13.4375	9.6875
LOC643958	5.22917	NA	2.4375	NA	2.72917	1.27083	10.8542	NA	NA	NA	13.3125	NA	3.4375
H2AFV	8.10417	9.39583	5.64583	22.4792	20.8125	33.1875	44.0208	45.1875	22.0208	16.4375	14.8125	13.5625	28.9375
ZNF414	NA	NA	8.35417	5.60417	20.6042	11.3125	26.4375	11.7292	13.5625	10.4375	11.4375	7.1875	8.9375
MGC12965	8.5625	15.5208	NA	11.1458	0.8125	6.85417	2.72917	NA	16.4375	16.2292	15.5208	1.5625	21.6042
H2AFX	22.4375	36.5625	7.1875	26.5625	6.35417	10.8125	22.5625	26.6458	20.2708	27.7292	19.9375	15.6458	15.8125
H2AFY	3214.258	2280.46666667	3003.06333333	2846.21366667	3268.37033333	2291.729125	3004.646	3845.507	3067.28533333	3699.008	3858.312	2414.5209575	2235.3844575
H2AFZ	2540.35	3215.52	4395.52	2364.98	2349.23	2270.94	2241.65	4917.56	2860.9	2796.85	2070.9	2451.1	2744.77
TMEM189-UBE2V1	172.909666667	108.61811	4.77083333333	83.9515433333	186.09022	182.909866667	211.993	116.215233333	130.021	149.784776667	144.409676667	136.006876667	106.479233333
H2AFJ	464.85425	669.7096	661.9170835	427.9166	247.2710835	350.50025	484.1874	795.457085	323.1669	578.604585	499.3956	321.8749	310.45825
NCAPG2	1.22917	4.64583	32.9375	5.3125	NA	6.1875	4.10417	14.4375	11.3958	NA	NA	3.22917	7.97917
FLJ16323	10.1875	4.5625	NA	2.85417	0.729167	7.5625	6.85417	5.77083	3.77083	2.3125	5.9375	2.4375	6.85417
DPEP1	NA	8.1875	3.0625	NA	NA	NA	NA	NA	NA	5.0625	1.52083	NA	NA
ADRBK2	24.9375	18.1458	11.6458	14.4375	16.4375	20.6042	13.1875	14.4375	22.2292	16.1875	5.22917	21.9792	16.2292
DPEP3	8.02083	28.5625	187.312	15.9375	6.85417	23.2292	8.02083	67.1042	2.14583	1.5625	6.35417	NA	8.97917
NMD3	113.8124	83.0414	69.87525	136.7914	234.0	306.208	211.8125	105.4791	137.521	135.958	154.6875	197.979	155.9375
PRKRIR	557.854	456.771	297.188	426.146	770.021	906.146	663.062	399.521	542.729	556.979	892.521	739.062	643.896
BAIAP3	8.47917	7.22917	NA	8.8125	0.770833	NA	NA	3.10417	NA	7.1875	NA	5.85417	1.3125
BAIAP2	16.1249925	19.2604175	5.4166575	17.454162	24.2395925	22.8819433333	15.302085	8.25	9.945832	14.420828	14.93749	11.737508	14.929172
CLUAP1	3058.7400074	2893.340006	4980.240625	2990.20832	3242.54332	3242.951666	3227.604994	4304.2052075	3435.603125	2873.886654	3266.159986	2867.186674	3288.513346
WBSCR27	10.8542	9.77083	9.52083	10.9375	6.5625	0.270833	8.35417	NA	5.60417	6.1875	NA	2.4375	10.9375
VAX2	7.4375	6.85417	1.60417	4.9375	2.27083	3.0625	17.1458	9.4375	2.60417	NA	2.4375	5.6875	9.89583
WBSCR22	83.3958	96.8958	13.5625	106.438	158.354	179.104	161.688	59.3125	85.6875	76.3542	74.8542	93.9375	126.646
WBSCR23	NA	0.395833	4.64583	NA	NA	3.0625	3.85417	NA	NA	NA	NA	NA	2.14583
ARMET	474.062	500.646	407.979	555.396	493.146	463.229	426.688	250.479	232.354	313.396	392.729	622.271	469.854
LOC727815	7.64583	2.70833	16.4375	0.479167	1.7291685	3.666665	5.1249985	3.39583	5.104165	NA	5.3125	2.5625	8.833335
WBSCR28	NA	NA	31.9792	NA	2.4375	0.979167	9.0625	4.35417	NA	3.10417	NA	NA	NA
LOC727811	0.104167	NA	NA	4.4375	6.5625	10.4375	11.3542	3.1458335	0.854167	7.1875	1.5625	NA	3.58333
SPHAR	22.1875	22.7292	NA	74.0625	14.7708	46.9792	34.3125	6.10417	35.9792	48.2292	40.0625	66.5625	36.7708
FOXP4	7.95835	6.41667	14.4375	12.729185	2.416665	7.89585	11.8542	4.97917	3.1041665	NA	11.333315	9.000015	9.833315
POLDIP3	162.8330835	360.938	352.771	389.646	199.58325	155.66675	194.124915	309.854	431.979	268.31225	162.93725	155.541585	268.521
POLDIP2	29.8125	19.0625	4.39583	18.6042	24.0625	18.8125	15.4792	18.2708	35.7708	69.3542	31.8125	36.7708	29.0208
GP1BA	53.6875	61.3125	32.5625	157.854	41.5625	76.1875	44.4792	18.7292	33.6042	87.7708	51.2708	61.8542	49.8125
HM13	59.5345333333	18.3646	30.4514	29.3402666667	50.3541666667	42.4514	69.9687425	37.7291666667	47.3680666667	33.4375	31.4999925	32.91666675	50.0903
CBARA1	149.229	143.771	92.2292	172.521	103.312	74.2292	115.521	263.354	199.646	374.062	186.896	195.104	127.438
ALDH18A1	2.6875	NA	0.270833	NA	3.77083	NA	2.14583	9.1875	5.9375	18.8542	10.9375	8.97917	20.0208
NUP85	163.688	138.604	61.8542	94.9375	138.062	90.1042	96.9792	69.7708	151.896	112.771	132.104	137.104	132.729
C1orf75	NA	NA	NA	0.479167	NA	NA	2.72917	NA	NA	NA	NA	NA	NA
C1orf74	13.5208	2.10417	NA	4.0625	0.8125	17.0625	6.9375	NA	16.4375	16.9792	12.1458	13.8958	7.97917
C1orf77	191.396	178.562	205.146	118.771	172.771	156.354	78.8958	137.354	156.812	219.604	261.688	213.854	200.021
C1orf71	318.354	264.521	255.979	600.521	94.0625	198.604	146.146	171.604	229.146	292.896	278.771	271.562	192.854
C1orf70	NA	8.22917	NA	9.60417	NA	NA	0.270833	NA	8.02083	NA	0.604167	NA	7.5625
PPOX	64.7292	96.1458	17.1458	69.1458	76.5625	50.5625	63.5208	50.9375	103.188	72.6458	47.9375	47.2708	62.6875
GLB1	523.992833333	819.792	416.854	851.5605	843.812	792.6045	831.396	558.7085	955.6645	1328.145	781.591166667	1005.687	793.417
VHLL	NA	NA	8.02083	NA	NA	NA	1.89583	5.8125	NA	NA	NA	NA	NA
P2RXL1	NA	7.5625	3.85417	2.0625	NA	1.3125	5.02083	NA	0.354167	0.6875	0.270833	2.72917	8.10417
LOC402096	NA	0.645833	13.6458	NA	8.22917	NA	NA	NA	NA	NA	NA	NA	2.1875
HS3ST3A1	3.22917	7.5625	16.8958	0.6875	19.6042	20.0208	8.5625	8.9375	9.89583	NA	7.97917	14.0208	8.0625
PYCARD	1283.2705	1356.229	1667.0605	1460.229	1196.3355	1084.167	1692.771	1103.041	1434.794	2347.9605	1599.4395	1477.999	1332.582
LOC728636	3.6875	6.60417	12.6458	11.7292	7.1875	15.1042	5.22917	6.5625	5.22917	7.64583	14.8125	18.2708	15.2292
LOC728635	124.062	92.7292	25.3958	89.6458	175.771	159.938	191.229	12.0625	93.2292	129.146	107.979	152.729	71.3542
DUSP28	114.312	130.938	126.896	204.062	139.562	105.729	144.688	102.229	134.188	152.146	93.1875	112.604	101.771
PHYHIPL	NA	3.97917	0.270833	NA	2.14583	NA	0.729167	NA	NA	NA	NA	NA	NA
DUSP21	1.4375	3.85417	45.4375	4.4375	16.8542	6.39583	8.02083	10.4375	NA	NA	10.2708	8.9375	1.5625
DUSP22	194.35425	263.47925	233.0211	277.5209	267.104	256.5205	309.5	207.7291	242.0626	237.5209	273.4794	313.70825	206.8539
DUSP23	628.729	932.812	429.438	943.062	820.854	727.354	1152.48	662.021	980.979	1158.56	827.021	971.562	774.188
DUSP26	6.85417	0.770833	NA	2.9375	0.8125	4.64583	6.35417	NA	2.02083	0.395833	10.7292	10.2292	6.89583
DUSP27	7.5625	10.9375	1.0416665	6.02083	3.85417	8.437515	12.9792	5.60417	8.958315	4.6041665	14.3125	13.0208	2.9583335
ICF45	9.77083	8.0625	5.64583	9.4375	15.1042	10.1042	2.27083	6.60417	8.5625	17.3125	10.4375	9.02083	12.2708
YAF2	20.5069433333	12.59028	6.3125	22.7430666667	20.6736333333	18.71529	8.86806666667	40.5208333333	21.4930666667	19.6875	14.79861	14.90971	23.2430666667
LOC441617	4.39583	3.85417	0.0625	NA	3.6875	1.35417	NA	17.9375	1.35417	NA	NA	1.9375	1.5625
HSD17B7P2	NA	12.1458	8.97917	5.8125	15.1042	3.6875	NA	3.9375	15.1458	12.3542	15.7708	9.0625	12.2708
ODAM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EDIL3	NA	NA	9.6875	3.97917	NA	3.14583	NA	4.64583	0.104167	4.35417	NA	NA	4.10417
LOC401321	6.77083	9.89583	9.72917	13.2708	5.02083	0.3125	4.77083	27.4792	10.6875	14.4375	5.9375	13.1875	9.4375
ZGPAT	93.1354675	165.64578	217.604333333	157.632133333	214.4586	213.58325	204.187433333	149.6874675	120.21511	276.5831	194.52075	209.39575	134.840333333
EIF5A2	17.3125	9.354165	4.97917	11.10415	14.916685	16.9375	4.3958335	31.8542	18.2292	11.291685	7.9375	15.2708	4.645835
UBE2D4	72.2708	69.6042	11.7292	95.6875	102.562	81.6875	76.0208	31.9375	67.5625	112.146	75.5625	110.854	106.896
UBE2D2	49.7014	46.7569666667	48.1458433333	52.9791666667	58.7153	53.5486333333	82.0345666667	59.9236	46.4097333333	36.5208333333	53.4513333333	71.2987666667	54.3402666667
UBE2D3	1793.875	1126.04916667	1949.95083333	1305.90973333	2130.645	1216.5825	1993.4675	2102.60361	1159.63194333	1222.02139	923.1866675	1185.0475	1270.20083333
UBE2D1	15.4792	21.6042	2.77083	8.10417	NA	2.9375	8.0625	19.6458	14.4375	27.6042	20.5625	30.7708	20.6458
MLL3	27.9305616667	21.67086	33.8472066667	9.52777333333	37.625005	39.4791616667	32.9027666667	25.8680666667	16.7152783333	9.3791526	22.5347216667	25.1146	31.5069333333
SNORD64	NA	NA	5.9375	NA	NA	13.1875	NA	NA	1.72917	NA	5.8125	5.02083	5.8125
MLL5	55.0313	54.7292075	110.673656667	78.031375	103.85429	108.67695	132.0833675	98.7498425	44.5312825	15.666675	37.354175	29.9166575	66.052125
MLL4	102.104	164.354	360.896	128.479	103.562	88.1458	116.854	259.271	128.896	102.854	131.979	104.354	101.854
EDNRA	NA	NA	5.8125	NA	2.14583	NA	NA	NA	NA	NA	NA	2.14583	2.9375
EDNRB	5.604165	5.75	6.270835	2.88194333333	1.10417	14.0625	4.625	6.97915566667	5.15625	14.354185	8.687515	3.6875	6.27083
SNORD68	52.1458	33.1458	42.7708	115.812	66.0208	79.2708	135.479	51.7708	36.3958	43.6875	43.8542	44.6458	65.1458
SAP130	57.8958	45.6042	160.146	79.1875	68.2292	57.1458	54.5208	187.479	69.2292	122.479	83.3125	90.8542	67.6458
APOF	11.2292	23.0625	NA	10.4375	0.3125	3.47917	2.9375	NA	8.35417	NA	2.0625	12.6042	4.52083
APOD	NA	NA	NA	0.354167	6.72917	NA	NA	NA	NA	NA	NA	NA	NA
APOE	NA	NA	0.145833	NA	NA	NA	NA	NA	4.1875	NA	NA	NA	NA
APOB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8125	NA	NA
LOC643520	NA	1.9375	11.3542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOO	45.3958	46.3125	68.2292	50.5208	70.0625	40.3125	50.5625	54.1458	37.3542	83.2708	36.3958	53.4375	34.3125
APOM	11.1042	8.97917	12.0625	20.0208	17.6875	14.8958	28.1875	14.6458	12.9792	37.2708	10.0208	18.0625	8.0625
FLJ23584	30.5208	31.4375	21.6042	31.3958	29.4792	17.3125	46.2708	19.8958	31.4375	21.1042	33.9375	15.6875	26.4792
FAM104A	572.562	493.312	633.438	658.896	327.104	388.979	368.562	599.062	585.604	543.854	577.229	563.396	532.229
FAM104B	53.5625	50.5625	2.85417	83.5625	46.1875	56.1875	59.9375	29.7708	33.9792	50.5625	30.1458	56.9792	37.8958
CCDC50	116.87525	162.35425	58.874915	188.12475	176.04175	163.35425	126.701543333	41.4167	218.70825	216.64575	236.4586	336.4169	164.64575
CCDC51	37.8958	21.3125	12.0625	35.3542	11.0208	10.6458	16.6875	27.7708	34.9792	39.7292	39.4792	33.5625	20.5625
CCDC52	3.10417	NA	9.8125	NA	21.4792	2.6875	19.3958	7.27083	9.8125	3.35417	3.6875	4.3125	NA
CCDC53	305.104	336.104	362.104	335.354	308.729	295.062	379.312	304.396	315.479	396.146	369.938	376.812	348.854
CCDC54	6.77083	1.97917	NA	13.1875	9.89583	5.39583	9.1875	5.8125	10.6458	12.6458	NA	10.8125	2.27083
CCDC55	37.3958	50.5208	10.6875	34.6042	40.3125	54.3958	42.1458	40.6042	55.6042	29.8125	59.5208	35.9792	53.6458
CCDC56	549.438	697.771	228.896	636.979	465.104	424.188	320.354	200.354	545.688	681.271	560.854	681.271	507.354
CCDC57	4.4375	6.66667	23.20835	5.354165	5.35417	5.8125	7.729165	7.25	NA	8.16665	12.3125	6.9375	4.1458335
CCDC58	18.3125	13.1875	8.5625	16.1875	28.3542	30.1458	7.22917	5.0625	21.9792	23.2292	11.5208	26.4792	30.8958
LOC139046	6.97917	NA	14.4375	15.8958	11.0625	3.35417	8.60417	26.0625	NA	NA	NA	1.8125	2.5625
NUFIP2	314.3125	327.792	714.6045	525.1665	770.125	792.146	1022.502	821.898	521.9375	252.0	480.1455	287.125	483.354
NUFIP1	4.64583	11.791685	5.60417	7.0625	3.8125	3.7916685	1.6666685	3.85417	6.85417	11.3542	3.66667	1.7500015	9.9375
PREPL	42.7708	65.6042	119.188	37.604185	32.41665	52.91665	25.791665	12.0625	78.66675	57.125	97.3541	82.41675	55.875
CABP7	1.89583	2.9375	NA	1.3125	NA	2.4375	NA	6.77083	NA	10.7292	13.0625	6.5625	18.7292
CABP5	10.9375	5.8125	0.8125	91.5625	8.35417	42.5208	30.0625	NA	7.35417	19.3542	9.1875	11.7292	8.60417
CABP4	4.64583	8.14583	NA	8.35417	20.9792	0.770833	9.6875	20.0208	13.1875	14.9792	NA	10.6875	6.60417
CABP2	3.125	3.4375	11.083335	12.2292	2.61805566667	NA	2.3333335	22.6875	0.104167	6.29167	5.22917	2.4791685	0.9583335
CABP1	1.5	5.125	46.2708	NA	4.5625	NA	8.250015	3.85417	13.1458	6.72917	6.47917	5.52083	10.6875
FBXO34	81.7708	88.0208	36.6875	56.9375	64.7292	56.3542	35.6875	162.479	80.7292	96.6875	115.396	102.062	78.3542
FBXO36	NA	NA	NA	NA	NA	NA	NA	NA	1.3125	NA	NA	NA	NA
FBXO30	50.2083	77.5833	89.9374	44.2083	32.35415	66.72915	19.22915	84.0209	79.22915	78.875	115.75	105.4164	62.0
FBXO31	47.3958	41.9792	0.645833	112.438	86.1042	53.8542	105.771	30.4375	42.4792	55.6875	33.4792	44.6458	37.3958
FBXO32	18.08335	20.70835	7.25	12.1041666667	10.9097233333	21.041665	5.4999835	13.4513776667	15.270811	10.0208343333	13.33335	13.8680433333	13.5486133333
FBXO33	270.229	246.104	611.938	550.562	611.688	727.479	680.354	1047.4	289.896	348.729	295.062	330.604	491.729
FBXO38	125.270833333	138.257056667	219.006933333	86.0627333333	61.3678766667	68.85421	36.6875	205.90939	132.95161	103.742723333	142.0486	97.1180566667	96.7155
FBXO39	NA	3.14583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MBOAT2	88.8542	209.521	359.104	86.5208	106.021	91.6458	133.812	172.312	130.062	18.6875	37.9375	70.2708	76.0208
MBOAT1	97.41675	71.270915	127.249915	80.06225	177.812	76.64575	72.3961	69.3124	95.520585	69.45825	108.000085	65.020915	91.020915
MBOAT7	454.521	686.521	2113.9	423.438	377.938	245.021	631.521	1476.94	427.854	456.188	416.104	294.604	497.812
LOC440258	23.3958	16.8125	15.8958	72.7708	34.9792	45.6042	54.6042	15.5625	27.1458	9.0625	6.77083	9.9375	10.1875
LOC645208	10.3958	9.89583	16.4375	NA	5.02083	6.85417	1.9375	12.8542	NA	NA	NA	NA	5.1875
SDPR	327.104	434.104	128.938	2882.85	95.0208	796.271	354.271	62.6875	113.979	557.854	344.104	421.229	295.854
WBP11P1	4.47917	2.201389	33.14585	6.85417	7.0625	5.70833	5.104165	4.72917	2.4375	8.999985	5.979165	1.5833315	12.291665
LOC645200	NA	NA	NA	16.9375	NA	NA	NA	0.8125	NA	NA	NA	3.27083	6.02083
LOC645201	NA	NA	3.89583	3.22917	11.1875	2.9375	1.35417	NA	5.85417	NA	1.27083	4.64583	NA
LOC645203	NA	2.77083	12.7292	2.3125	NA	0.6875	4.5625	6.60417	10.3958	5.8125	4.9375	NA	3.85417
ALAS1	16.125	17.499985	33.6042	19.187515	15.72915	11.8958	4.29167	19.8264	18.91665	22.875	10.499985	18.9791766667	11.5625
ALAS2	11.8542	NA	145.271	23.77085	5.75694333333	1.9375	6.35417	4.64583	5.4791835	13.77085	10.2986223333	3.625	5.22917
FICD	12.6875	24.0625	NA	25.1875	20.3542	18.5208	31.1042	32.0208	17.7708	32.0625	15.1042	23.7708	21.6042
KIAA0514	NA	3.10417	NA	NA	0.6875	15.2708	20.9792	NA	3.77083	NA	1.5625	NA	NA
KIAA0513	399.896	408.479	787.479	506.812	476.354	334.562	327.771	323.646	315.979	357.979	495.146	518.104	461.979
CDCA7L	22.1875	18.6042	20.1458	48.8125	23.7292	6.35417	21.3542	73.7292	34.3958	35.1875	19.8125	22.1875	27.4792
APBA1	0.770833	8.14583	4.39583	NA	2.1875	4.4375	3.0625	9.4375	1.5625	0.145833	NA	0.354167	0.104167
APBA3	107.979	112.771	228.896	168.979	93.7708	73.8542	152.688	169.604	136.229	166.854	98.6875	123.729	96.6042
APBA2	2.1875	NA	5.02083	NA	NA	NA	NA	NA	NA	1.39583	NA	NA	NA
MORC2	15.5208	21.9792	NA	22.5208	6.35417	3.77083	0.8125	NA	26.5625	27.7708	37.6042	29.8125	12.3125
MORC3	32.5625	22.4792	32.6875	0.354167	66.1042	100.604	22.9375	7.1875	22.7292	17.6875	64.4792	56.5208	42.7292
MORC1	NA	1.35417	15.0208	3.35417	4.64583	11.4375	0.104167	2.6875	4.27083	0.0625	NA	0.270833	2.85417
MORC4	10.6458	8.02083	NA	NA	0.354167	13.5625	7.27083	3.85417	5.1875	2.9375	6.47917	6.35417	6.47917
PTPRZ1	NA	3.0625	2.02083	NA	0.6875	NA	12.3125	NA	NA	NA	NA	3.10417	NA
RAI1	69.1461	78.1876	48.312485	115.8961	67.35425	63.9166	86.25025	32.54165	73.56225	57.625	67.7083	77.7084	87.8751
RAI2	2.0625	NA	7.72917	NA	6.5625	0.270833	4.0625	3.0625	NA	11.7292	8.4375	0.604167	1.27083
C1orf113	NA	2.0625	NA	NA	5.02083	NA	NA	NA	3.85417	NA	4.39583	0.6875	3.14583
CBWD6	0.354167	NA	NA	4.3125	NA	NA	NA	1.14583	NA	3.6875	NA	NA	NA
C1orf111	NA	NA	1.5625	NA	4.64583	NA	NA	NA	NA	NA	NA	NA	NA
C1orf110	NA	6.85417	NA	NA	2.3125	23.4792	NA	0.4375	NA	NA	NA	11.4375	NA
C1orf117	4.64583	NA	12.7292	NA	NA	2.9375	9.60417	2.72917	3.22917	9.5625	3.0625	2.0625	6.47917
C1orf116	7.479165	19.8125	10.8541766667	18.2708566667	5.10417	8.04167	14.2708	7.92361	2.6458315	10.520815	3.729165	8.60417766667	3.99305666667
C1orf115	26.4792	8.9375	5.02083	15.7708	5.8125	1.9375	4.97917	0.895833	13.4792	24.8125	11.3542	31.6875	14.9792
C1orf114	0.8125	NA	1.72917	4.97917	NA	NA	17.2292	0.4375	4.52083	NA	NA	4.0625	6.72917
C1orf118	NA	0.604167	NA	NA	NA	1.64583	NA	NA	NA	NA	NA	NA	NA
LGALS3BP	81.0208	NA	6.35417	1.5625	5.8125	NA	0.354167	0.729167	3.85417	55.2708	20.1458	17.3125	18.2292
TTBK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35417	NA	0.0625
TTBK1	NA	NA	6.77083	0.729167	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC642583	NA	NA	NA	2.64583	NA	9.60417	NA	1.8125	2.77083	7.0625	NA	5.8125	NA
LOC442251	5.85417	NA	4.97917	NA	0.104167	NA	NA	9.89583	1.14583	1.39583	3.6875	0.6875	NA
ZNFX1	270.312	171.979	507.354	115.146	171.604	146.354	225.104	414.812	198.146	351.104	292.896	292.062	147.562
MAGEF1	4.97917	12.4375	0.645833	5.0625	4.0625	NA	NA	14.0625	2.85417	0.354167	9.1875	2.4375	7.64583
ACBD3	345.688	348.188	234.938	257.938	136.188	325.729	192.479	289.271	303.396	343.604	477.562	431.438	371.062
